singer	title	cluster
나르샤	I`m In Love (With 정성하)	3
손담비	Can`t U See	0
먼데이 키즈	가시같은 사랑	2
빅마마	절대	0
지나	꺼져 줄게 잘 살아 (Feat. 용준형)	2
아이유	여자라서	0
지나	애인이 생기면 하고 싶은 일 (With 비)	4
이승철	그 사람	2
환희	내가 더 아플게	0
샤이니	Lucifer	4
SE7EN	Better Together	3
SE7EN	Digital Bounce (Feat. T.O.P)	4
먼데이 키즈	미치겠다 (With V.O.S)	2
Homme	밥만 잘 먹더라	2
DJ DOC	나 이런사람이야	4
다비치	난 너에게	2
DJ DOC	부치지 못한 편지	0
길미	미안해 사랑해서...(Feat. 케이윌)	0
DJ DOC	투게더	4
DJ DOC	오늘밤 (Feat. 아이비)	4
아이유, 유승호	사랑을 믿어요	2
이승기	정신이 나갔었나봐	0
보아	Hurricane Venus	4
보아	Game	4
지아	웃음만..	4
서인국	애기야 (My Baby U)	4
시크릿	Madonna	4
레인보우	A	4
FT아일랜드	사랑사랑사랑	2
씨스타	가식걸	4
포맨	U	2
휘성	결혼까지 생각했어	0
박재범, 용감한 형제	울고 싶단 말야	0
슈프림팀, 영준	왜	0
2NE1	Go Away	3
2NE1	Can`t Nobody	3
2NE1	박수쳐	3
2NE1	아파 (Slow)	0
가비엔제이	그만하자	2
미스에스	이 나이 먹고 뭐했길래 (Feat. 정슬기)	2
임정희	헤어지러 가는 길 (Feat. 조권)	2
이승기	지금부터 사랑해 (내 여자친구는 구미호 삽입곡)	2
박유천, 시아준수, 김재중	찾았다	2
미쓰에이	Breathe	4
비스트	숨	4
티아라	하늘땅 별땅	4
슈프림팀	그땐 그땐 그땐	4
2PM	I'll Be Back	0
강승윤	본능적으로	4
SG 워너비	해바라기	2
소녀시대	훗(Hoot)	4
2AM	전활 받지 않는 너에게	4
장재인	가로수 그늘 아래 서면	3
2AM	미친 듯이	0
민경훈	상처투성이	2
걸스데이	잘해줘봐야	4
레인보우	A	4
허각	언제나	2
비스트	Beautiful	3
카라	점핑	0
백지영	그여자	2
허각	하늘을 달리다	4
김범수	나타나	2
김지수	널 지우는 일	2
서인국	Take	3
티아라	왜 이러니	2
신용재	이유	2
티아라	yayaya	4
씨스타	니까짓게	0
아이유	좋은 날	3
아이유	첫 이별 그날 밤	2
아이유	느리게 하는 일	0
서인영	리듬속으로	3
태연	사랑해요	2
GD&TOP	Oh Yeah (Feat. 박봄)	4
GD&TOP	High High	4
성시경	너는 나의 봄이다	3
아이유	Someday	0
틴탑	Supa Luv	4
달샤벳	Supa Dupa Diva	4
슈프림팀	Get Ready	4
동방신기	왜 (Keep Your Head Down)	0
비스트	너 때문인걸	2
시크릿	샤이보이	4
인피니트	BTD (Before The Dawn)	4
선예	Maybe	4
엠블랙	Stay	4
엠블랙	Cry	0
정용화	처음 사랑하는 연인들을 위해 (반말송)	4
소녀시대	비주얼드림 (POP! POP!)	4
지나	Black & White	4
수지	겨울아이	4
김보경	하루하루	4
쥬얼리	Back It Up	4
이창민, 진운	사랑하면 안될까	2
크리스탈	나 때문에	2
이현	내꺼중에 최고	4
F-ve Dolls	너 말이야	0
아이유	나만 몰랐던 이야기	0
아이유	잔혹동화	4
간미연	파파라치 (Feat. 에릭)	4
엠블랙	다시	0
빅뱅	TONIGHT	4
빅뱅	CAFE	4
빅뱅	What Is Right	4
빅뱅	SOMEBODY TO LOVE	4
빅뱅	HANDS UP	4
송지은	미친거니 (Feat. 방용국)	2
오렌지 캬라멜	방콕시티 (Bangkok City)	4
다비치	한사람	2
동방신기	이것만은 알고 가 (Before U Go)	0
김보경	봄처럼	2
2AM	최고의 사랑 (후쿠야마 마사하루 리메이크)	2
인피니트	Nothing's Over	4
제국의아이들	Here I Am	3
걸스데이	반짝반짝	4
씨엔블루	직감	0
김태우	메아리	2
포미닛	Heart To Heart	4
김태우	Brothers＆Me (With JYP & Rain)	0
유키스	330	4
장재인	그 곳	0
포미닛	거울아 거울아	4
나르샤	아는 여자	4
김그림	너 밖엔 없더라	2
레인보우	To Me (내게로,,)	4
브레이브걸스	아나요	2
빅뱅	LOVE SONG	2
빅뱅	STUPID LIAR	3
NS 윤지	Talk Talk Talk	1
달샤벳	핑크 로켓 (Pink Rocket)	4
에이핑크	몰라요	4
f(x)	피노키오 (Danger)	4
박봄	Don't Cry	0
걸스데이	너의 마음을 내게 준다면	2
씨엔블루	Love Girl (New Ver.)	2
애프터스쿨	Shampoo	4
of 비스트	안을까 말까	4
장재인	그대는 철이 없네 (Feat. 김지수)	4
미쓰에이	Love Alone	4
씨스타19	Ma Boy (마보이)	2
서인영	세수	2
인피니트	Can U Smile (Broadcasting Ver.)	0
F-ve Dolls	이러쿵 저러쿵	4
지나	내 사람이라서	2
2NE1	Lonely	2
비스트	비가 오는 날엔	0
허영생	Let It Go (Feat. 현아)	4
쥬얼리	Pass	4
비스트	Fiction	0
제시카	눈물이 넘쳐서	2
김보경	잊어도 지워도	0
써니힐	두근두근	2
FT아일랜드	Hello Hello	2
아이유	내 손을 잡아	4
장우혁	시간이 멈출 날 Time Is [L]over	3
보이프렌드	Boyfriend (보이프렌드)	3
장재인	장난감 병정들	4
김현중	제발 (Please)	0
시크릿	별빛달빛	4
써니힐	Midnight Circus	4
종현	So Goodbye	3
김현중	Break Down (Feat. Double K)	3
f(x)	Hot Summer	4
김보경	Suddenly	0
2PM	Hands Up	3
2NE1	내가 제일 잘 나가	4
정용화	넌 내게 반했어	2
GG (박명수 & G-Dragon)	바람났어 (Feat. 박봄)	4
처진 달팽이 (유재석 & 이적)	압구정 날라리	4
바닷길 (길 & 바다)	나만 부를 수 있는 노래	2
철싸 (노홍철 & 싸이 (PSY))	흔들어 주세요	2
파리돼지앵 (정형돈 & 정재형)	순정마초	4
처진 달팽이 (유재석 & 이적)	말하는 대로	4
스윗 콧소로우 (정준하 & 스윗소로우)	정주나요	4
센치한 하하 (하하 & 10cm)	죽을래 사귈래	4
현아	Bubble Pop!	4
엠블랙	모나리자 (Mona Lisa)	4
미쓰에이	Good-bye Baby	4
인피니트	내꺼하자	2
2NE1	UGLY	3
슈퍼주니어	Mr.Simple	3
김준수	You Are So Beautiful	2
씨스타	So Cool (쏘쿨)	4
달샤벳	블링블링 (Bling Bling)	4
10CM	안아줘요	4
지나	Top Girl	4
리쌍	TV를 껐네... (Feat. t윤미래, 권정열 Of 10cm)	4
리쌍	나란 놈은 답은 너다 (Feat. 하림)	2
리쌍	회상 (Feat. 백지영)	4
다비치	안녕이라고 말하지마	0
다비치	사랑 사랑아	2
버벌진트	좋아보여 (Feat. 검정치마)	4
카라	STEP	4
지아	그대이길 바래요 (With 케이윌)	2
성시경	난 좋아	4
허각	Hello	2
브라운 아이드 걸스	Sixth Sense	4
인피니트	파라다이스	4
버스커 버스커	동경소녀	4
울랄라세션	달의 몰락	4
버스커 버스커	정류장	4
울랄라세션	미인	2
시크릿	사랑은 Move	2
소녀시대	The Boys	3
효린	내겐 너니까	0
소녀시대	봄날	3
소녀시대	Trick	4
이승기	친구잖아	4
울랄라세션	서쪽하늘	0
버스커 버스커	막걸리나	4
브라운 아이드 걸스	클렌징크림	4
원더걸스	Be My Baby	2
울랄라세션	Swing Baby	4
원더걸스	Sweet Dreams	3
허각	죽고 싶단 말 밖에	0
티아라	Cry Cry	2
버스커 버스커	서울사람들	4
에이핑크	My My	3
수지	눈물이 많아서	2
아이유	너랑 나	4
아이유	비밀	4
아이유	벽지무늬	4
아이유	사랑니	2
아이유	Last Fantasy	3
아이유	길 잃은 강아지	1
트러블메이커	Trouble Maker	4
인피니트	하얀 고백(Lately)	0
장재인	겨울밤	0
티아라	Lovey-Dovey	4
다이나믹 듀오	거기서거기	4
틴탑	미치겠어	0
엠블랙	전쟁이야	4
엠블랙	낙서	0
나인뮤지스	뉴스 (News)	4
원더걸스	The DJ Is Mine	4
써니힐	베짱이 찬가	4
효린	널 사랑하겠어	2
비스트	이럴 줄 알았어	4
달샤벳	Hit U	0
FT아일랜드	지독하게	2
SE7EN	내가 노래를 못해도	4
블락비	난리나	4
블락비	싱크로율 100%	4
다비치	생각날거야	2
박재범	Know Your Name (Feat. Dok2)	4
에일리	Heaven	2
EXID	WHOZ THAT GIRL	4
미쓰에이	Touch	0
미쓰에이	No Mercy	4
빅뱅	사랑먼지	0
빅뱅	FANTASTIC BABY	1
빅뱅	날개 (대성 SOLO)	3
빅뱅	BAD BOY	4
빅뱅	재미없어	4
2AM	너도 나처럼	4
2AM	내꺼였는데	4
B1A4	Baby I'm Sorry	0
양요섭, 정은지	LOVE DAY	2
샤이니	Sherlock.셜록 (Clue+Note)	3
가인	너만을 모르길	0
신화	Venus	4
씨엔블루	Hey You	2
씨엔블루	Hey You	2
씨엔블루	아직 사랑한다	2
태연	미치게 보고싶은	2
버스커 버스커	벚꽃 엔딩	4
버스커 버스커	첫사랑	3
버스커 버스커	여수 밤바다	4
버스커 버스커	이상형	4
버스커 버스커	꽃송이가	4
버스커 버스커	외로움증폭장치 (브래드 드럼 한판 쉬기)	4
버스커 버스커	전활 거네	4
버스커 버스커	골목길 어귀에서	4
버스커 버스커	향수	4
스피카	Painkiller	4
허각	나를 사랑했던 사람아	2
EXO-K	MAMA	4
포미닛	Volume Up	4
티파니	그대니까요	2
씨스타	나혼자 (Alone)	0
씨스타	Lead Me	4
걸스데이	Oh! My God	4
써니힐	백마는 오고 있는가	4
아이비	찢긴 가슴	0
B.A.P	Power	4
소녀시대-태티서	Twinkle	4
블락비	눈감아줄께	4
인피니트	눈물만	0
에이핑크	HUSH	4
헬로비너스	Venus	4
울랄라세션	아름다운 밤	4
아이유	복숭아	4
아이유	그 애 참 싫다	4
아이유	하루 끝	0
시아준수	사랑이 싫다구요	2
울랄라세션	다 쓰고 없다	2
이해리	너의 뒤에서	0
JJ Project	Bounce	3
지나	2HOT	4
티아라	빙글빙글	4
B1A4	잘자요 굿나잇	4
김태우	High High	2
써니힐	Do it	4
틴탑	To You	0
예성	꽃보다 그녀	2
원더걸스	Like this	4
빅뱅	MONSTER	0
빅뱅	STILL ALIVE	3
빅뱅	EGO	4
빅뱅	FEELING	4
빅뱅	빙글빙글	4
원더걸스	Girlfriend	4
원더걸스	R.E.A.L	4
원더걸스	Hey Boy	4
원더걸스	Sorry	2
다비치	너라서	2
버즈	가슴이 운다	2
달샤벳	Mr. BangBang	4
주니엘	illa illa (일라 일라)	4
f(x)	Electric Shock	4
비스트	미운사람	3
울랄라세션	굿바이데이	2
이현	가슴이 시린 게	2
버스커 버스커	정말로 사랑한다면	2
버스커 버스커	그댈 마주하는건 힘들어 (그마힘)	4
씨스타	Loving U (러빙유)	4
슈퍼주니어	Sexy, Free & Single	4
티아라	DAY BY DAY	4
윤하	우린 달라졌을까 (With John Park)	0
2NE1	I Love You	2
이종현	내 사랑아	2
김재중	살아도 꿈인 것처럼	3
싸이	강남스타일	4
비스트	Midnight (별 헤는 밤)	0
싸이	뜨거운 안녕 (Feat. 성시경)	4
싸이	어땠을까 (Feat. 박정현)	2
보아	Only One	0
비스트	아름다운 밤이야	4
신용재	자꾸만 자꾸만	4
다비치	남자도 우나요	2
레게 강 같은 평화	부산 바캉스	4
아이유, 피에스타	달빛바다	4
틴탑	나랑 사귈래?	3
허각, 지아	I Need You	4
카라	Pandora	4
멜로디데이 (MelodyDay)	그 한마디	2
서인국, 정은지	All For You	3
멜로디데이 (MelodyDay)	그 한마디	2
멜로디데이 (MelodyDay)	해주고 싶은 말 (Feat. MC진리, Zeenan)	2
티아라	SEXY LOVE	3
정은지, 서인국	우리 사랑 이대로	2
어반자카파	니가 싫어	0
태연	가까이	2
백아연	느린노래	4
오렌지 캬라멜	립스틱 (LIPSTICK)	4
시크릿	POISON	4
G-DRAGON	그XX	4
G-DRAGON	Missing You (Feat. 김윤아 Of 자우림)	0
G-DRAGON	크레용 (Crayon)	4
멜로디데이 (MelodyDay)	해주고 싶은 말 (Feat. MC진리, Zeenan)	2
나얼	바람기억	2
동방신기	Catch Me	0
멜로디데이 (MelodyDay)	그때처럼	0
가인	피어나	4
10CM	오늘밤에	4
미쓰에이	남자 없이 잘 살아	4
에일리	보여줄게	0
에일리	저녁 하늘	0
블락비	닐리리맘보	4
현아	Ice Cream	4
박명수	꿈이었을까	0
프라이머리	독(Feat. E-Sens)	3
주니엘	나쁜 사람	0
이하이	허수아비	4
양요섭	카페인	0
가인	노스텔지아	4
시크릿	Talk That	4
멜로디데이 (MelodyDay)	다 너로 보인다	3
써니힐	Goodbye To Romance	4
백아연	키다리 아저씨	2
케이윌	사랑은 이렇게	2
멜로디데이 (MelodyDay)	그만 아파하자	0
스피드	슬픈약속 (Feat. 다비치)	0
인피니트H	Victorious Way	3
인피니트H	Special Girl (Feat. Bumkey)	4
인피니트H	니가 없을 때 (Feat. Zion.T)	4
인피니트H	못해 (Feat. 개코 Of Dynamic Duo)	4
인피니트H	Fly High (Feat. 베이비 소울)	4
스피드	빵빵	4
스피드	IT`S OVER (Feat. 박보영)	0
스피드	슬픈약속 (Feat. 다비치)	0
스피드	Luv Ya	2
스피드	지독히도 가슴아픈 사랑	2
스피드	I do I do (Feat. 더 씨야)	2
스피드	하루종일	0
스피드	IT`S OVER (Only Speed)	0
멜로디데이 (MelodyDay)	마법의 성	3
2YOON (포미닛 투윤)	07월 24일	4
2YOON (포미닛 투윤)	악몽 (Feat. 정일훈 Of BTOB)	0
2YOON (포미닛 투윤)	Why Not	2
2YOON (포미닛 투윤)	쎄쎄쎄 (Feat. Kikaflo)	0
2YOON (포미닛 투윤)	Black Swan (Feat. 낯선)	0
멜로디데이 (MelodyDay)	그때처럼	0
멜로디데이 (MelodyDay)	그만 아파하자	0
다소니	아주 흔한 말	0
다소니	Good Bye	0
멜로디데이 (MelodyDay)	어떡해	2
스피드	통증	4
스피드	빵빵	4
스피드	It`s Over (Feat. 박보영)	0
스피드	슬픈약속 (Feat. 다비치)	0
스피드	Luv Ya	2
스피드	지독히도 가슴아픈 사랑	2
스피드	I Do I Do (Feat. 더 씨야)	2
스피드	하루종일	0
스피드	It`s Over (Only Speed)	0
멜로디데이 (MelodyDay)	어떡해	2
레이디스 코드	나쁜여자	4
레이디스 코드	SuperGirl	2
레이디스 코드	Dada La	3
레이디스 코드	안울래	0
다소니	아주 흔한 말 (Stage Ver.)	0
제아파이브	Missing You	0
제아파이브	헤어지던 날	0
제아파이브	피앙세 (Fiancee)	4
제아파이브	아리따운 걸	2
제아파이브	Mistake	0
히스토리	Dreamer (Narr. 아이유)	3
히스토리	D-Day	2
히스토리	The Last Time	0
LC9	전초전	3
LC9	MaMa Beat (Feat. 가인)	4
LC9	Hold On	4
LC9	Ready Set Go	4
투아이즈 (2EYES)	겨울사랑	2
핫젝갓알지	할 수 있어	2
소년공화국 (Boys Republic)	전화해 집에 (Party Rock)	4
소년공화국 (Boys Republic)	Special Girl	1
티아라,더 씨야,F-ve Dolls,스피드	진통제	0
방탄소년단	We Are Bulletproof PT.2	4
방탄소년단	No More Dream	4
방탄소년단	좋아요	4
방탄소년단	Outro : Circle Room Cypher	4
투아이즈 (2EYES)	까불지마	4
투아이즈 (2EYES)	Bloody Luv	4
투아이즈 (2EYES)	아이러니야	4
핫젝갓알지	비에 스친 날들	4
멜로디데이 (MelodyDay)	혼자하는 사랑	2
베스티	두근두근 (Pitapat)	4
멜로디데이 (MelodyDay)	달콤하게 랄랄라	3
M.Pire	너랑 친구 못해	4
레이디스 코드	Hate You	2
히스토리	열대야 (Tell Me Love)	4
히스토리	Blind	3
히스토리	Ma Red Night	4
히스토리	Why Not	1
엔오엠	누난 예뻐	4
레이디스 코드	예뻐 예뻐	4
레이디스 코드	Hate You	2
레이디스 코드	I`m Fine Thank You	0
Wa$$up 	Hotter Than A Summer	3
멜로디데이 (MelodyDay)	All About	0
방탄소년단	INTRO : O!RUL8,2?	4
방탄소년단	N.O	4
방탄소년단	We On	4
방탄소년단	If I Ruled The World	4
방탄소년단	Coffee	0
방탄소년단	진격의 방탄	4
방탄소년단	팔도강산	4
방탄소년단	OUTRO : LUV IN SKOOL	4
멜로디데이 (MelodyDay)	All About	0
소년공화국 (Boys Republic)	I`m Ready (Intro)	3
소년공화국 (Boys Republic)	넌 내게 특별해	4
소년공화국 (Boys Republic)	뭐하러	1
소년공화국 (Boys Republic)	L.I.U	3
소년공화국 (Boys Republic)	전화해 집에 (Party Rock)	4
소년공화국 (Boys Republic)	Special Girl	1
투아이즈 (2EYES)	Shooting Star	4
베스티	연애의 조건 (Love Options)	4
디아,키스 & 크라이	모던하게 (Feat. 쇼리 Of 마이티마우스)	4
멜로디데이 (MelodyDay)	Can You Feel Me	0
탑독	Dogg`s Out	3
탑독	말로해	4
탑독	너 같은 여자 (Kidoh Solo)	4
탑독	귀여운 걸	4
탑독	Play Ground	4
M.Pire	까딱까딱	4
M.Pire	On My Mind	0
M.Pire	너랑 친구 못해	4
M.Pire	On My Mind (Inst.)	0
틴트	첫눈에 반했어	4
틴트	첫눈에 반했어 (Acoustic Ver.)	4
멜로디데이 (MelodyDay)	혼자만	2
M&N (미료&나르샤)	오늘밤	4
M&N (미료&나르샤)	Tonight	4
Wa$$up 	NOM NOM NOM (놈놈놈)	4
Wa$$up 	WA$$UP	4
Wa$$up 	갤럭시	4
Wa$$up 	Bang Bang (NaDa Solo)	4
Wa$$up 	Hotter Than A Summer	3
Wa$$up 	NOM NOM NOM (놈놈놈) (Inst.)	4
멜로디데이 (MelodyDay)	사랑하는 사람 있어요	2
Pro C (프로씨)	나쁜기억 (Feat. 케이윌)	0
히스토리	난 너한테 뭐야	4
히스토리	Hello	4
히스토리	Tomorrow	4
히스토리	신파	0
멜로디데이 (MelodyDay)	혼자만	2
멜로디데이 (MelodyDay)	Can You Feel Me	0
탑독	Dogg`s Out	3
탑독	말로해	4
탑독	Cigarette	4
탑독	너 같은 여자 (Kidoh Solo)	4
탑독	귀여운 걸	4
탑독	Play Ground	4
베스티	짱 크리스마스 (Zzang Christmas) (Feat. 유세윤)	4
Wa$$up 	라팜팜파	3
Wa$$up 	Jingle Bell	3
비트윈 (BEATWIN)	갖고싶니 (She`s My Girl)	3
비에이 (Be.A)	I`m Sorry	0
비에이 (Be.A)	나 어떡해	4
비에이 (Be.A)	뭣 모르고	4
마마무 (Mamamoo),범키	행복하지마	4
탑독	아라리오	4
탑독	들어와 (Open The Door)	4
탑독	알어	2
탑독	종말론자	3
탑독	들어와 (Open The Door) (Inst.)	4
GOT7 (갓세븐)	여보세요	4
GOT7 (갓세븐)	Girls Girls Girls	4
GOT7 (갓세븐)	난 니가 좋아	4
GOT7 (갓세븐)	따라와	4
GOT7 (갓세븐)	Like Oh	4
GOT7 (갓세븐)	Playground	3
레인보우 블랙	Cha Cha	4
레인보우 블랙	한마디	4
레인보우 블랙	Silhouette	4
칠학년일반	오빠 바이러스	4
디아,키스 & 크라이	도미노 게임	0
Pro C (프로씨)	더 사랑하는 쪽이 아프다 (Feat. 에일리)	2
Pro C (프로씨)	나쁜기억 (Feat. 케이윌)	0
케이윌,마마무 (Mamamoo)	썸남썸녀 (Feat. 휘성)	4
방탄소년단	Intro : Skool Luv Affair	2
방탄소년단	상남자 (Boy In Luv)	4
방탄소년단	어디에서 왔는지	4
방탄소년단	하루만	4
방탄소년단	Tomorrow	4
방탄소년단	BTS Cypher PT.2 : Triptych	4
방탄소년단	등골브레이커	4
방탄소년단	Jump	3
방탄소년단	Outro : Propose	3
레이디스 코드	So Wonderful	4
비에이 (Be.A)	나 어떡해 Part.2	4
스피드	왜 난 꼭	0
스피드	놀리러 간다	4
스피드	Hey Ma Lady	4
스피드	Focus	4
스피드	놀리러 간다 (Voice Ver.)	4
소년공화국 (Boys Republic)	Video Game	4
탑독	아라리오 (Arario)	4
탑독	Keep Smiling	0
탑독	들어와 (Open The Door)	4
탑독	알어	2
탑독	종말론자	3
탑독	아라리오 (Remix)	4
탑독	아라리오 (Arario) (Inst.)	4
멜로디데이 (MelodyDay)	모래시계	2
멜로디데이 (MelodyDay)	어떤 안녕	2
베스티	Thank U Very Much	4
LC9	못난놈이 웁니다	4
레인보우 블랙	Now (원곡가수 핑클)	3
